lat_rate,lon_rate,alt,vx,vy,vz,seq_delta,pos_jump_m
-6.062286494797802e-07,-5.335553149857707e-06,20.159451092344693,-0.0672913800922556,-0.5922463996342054,-0.027652860234236933,1,0.7628390013205172
-7.855427048834194e-07,-2.9125892281499144e-06,20.271280021792982,-0.08719524024205956,-0.3232974043246405,0.2021030569613053,1,0.40527070853040803
-1.6745883603768985e-06,4.721764742485371e-06,20.475184841198452,-0.18587930800183572,0.5241158864158761,-0.09314595071405138,1,0.9479835832789949
5.64777979586266e-06,6.782957195105759e-06,19.293848149332355,0.6269035573407552,0.7529082486567392,-0.3047751995231722,1,1.1159377084697744
4.927205548887258e-06,1.5059281732798438e-05,20.1971165109398,0.5469198159264856,1.6715802723406266,-0.04515526009730714,1,2.142701727361534
6.327190303501963e-07,1.1599436745584276e-06,19.854153125103362,0.0702318123688718,0.12875374787598545,-0.10308713241849066,1,0.23675880175503622
4.684480234301045e-06,4.513296116090264e-06,19.997236068839936,0.519977306007416,0.5009758688860193,0.37045563690178757,1,0.8020952552516493
-1.2957852858291856e-06,-2.11519412982056e-06,19.020164938060113,-0.1438321667270396,-0.23478654841008217,0.07786978265122466,1,0.30667008384906114
1.4097364810268719e-05,-2.7273662472478143e-06,20.440880519474305,1.5648074939398278,-0.30273765344450737,0.039372247173824704,1,1.6266190060861958
-1.4589520575778562e-06,1.0811031886087246e-05,20.528561113109458,-0.16194367839114204,1.2000245393556843,-0.31665884270737754,1,1.279998227082097
2.351236333152687e-06,2.8759989019226893e-06,20.443874229796677,0.26098723297994825,0.3192358781134185,-0.3526080310725468,1,0.49966036668910957
8.64085133551507e-06,4.3375985292967095e-06,19.84539381207439,0.9591344982421728,0.48147343675193477,0.15099955944894716,1,1.1990814246139094
-1.7429488164482934e-06,3.1284678567624847e-06,19.79480834565685,-0.19346731862576055,0.3472599321006358,0.19510902542447184,1,0.424175935874875
-8.279356705748494e-06,-9.700972455772324e-06,20.50176644894601,-0.9190085943380829,-1.076807942590728,-0.17964158789113566,1,1.426461131877891
2.647277675584416e-07,-3.900605648239707e-06,20.16909062599666,0.029384782198987016,-0.43296722695460743,-0.12902395092102487,1,0.658278367989682
-3.2743754512097374e-05,1.6030536907364275e-05,19.850496324767064,-3.6345567508428087,1.7793895967174347,-0.18407816101347518,1,4.059812564587733
8.293553234471787e-07,-5.442888967978798e-07,19.25247306459283,0.09205844090263685,-0.06041606754456466,-0.3975137829201786,1,0.19027539989362852
7.5537569938776495e-06,3.967958545603173e-06,19.74912147820773,0.8384670263204191,0.44044339856195214,0.14874225675424535,1,1.0683840348714821
3.274427024492524e-06,-9.338826274717812e-06,20.087776646977417,0.36346139971867014,-1.0366097164936772,0.0657502219319369,1,1.3042618612749555
2.575638793466744e-06,2.1321694923595235e-06,19.268242525933942,0.2858959060748086,0.23667081365190712,0.134625100554795,1,0.42996247870331683
3.1982466167425098e-06,1.3979321096528002e-07,20.172758971944383,0.35500537445841857,0.015517046417146083,0.05221105443597787,1,0.7536207396120118
-2.236764980398949e-06,3.644146791443267e-06,20.202025428407268,-0.24828091282428333,0.40450029385020264,-0.057827371293988405,1,0.4988125986462532
-1.3352740808222212e-05,1.5411207181563323e-05,19.163247689004887,-1.4821542297126655,1.7106439971535288,0.03491556256636779,1,2.266205702129382
1.1284912329386518e-05,2.6633359437965473e-06,21.231621056242645,1.2526252685619035,0.29563028976141675,-0.1985172358806381,1,1.296072732813943
1.2756731342122242e-06,1.642346706055572e-06,19.996309925027713,0.14159971789755688,0.1823004843721685,0.0603094684667225,1,0.2818063023653436
6.050724988516543e-07,-8.273003516918118e-06,19.54530627260263,0.06716304737253362,-0.9183033903779111,-0.2299585154988717,1,1.0394109985041418
-1.013368220201898e-05,-1.1282559137659006e-05,20.038447474292287,-1.124838724424107,-1.2523640642801497,-0.2803702125584562,1,1.8154492959027844
2.071742021137276e-06,4.9156651609350855e-06,19.7482621729419,0.22996336434623765,0.5456388328637944,0.1846325216683906,1,0.6070666834071382
-1.026034331776466e-05,-1.325724971473792e-05,19.542654534369362,-1.1388981082718774,-1.4715547183359092,0.013712594961205466,1,1.941246522136669
4.3562349002097235e-06,5.101855094718852e-06,19.83896924189716,0.4835420739232793,0.5663059155137925,-0.03218747537261268,1,0.8621458530045176
3.605182088198461e-06,-8.021896918446105e-06,21.269581358134666,0.4001752117900292,-0.8904305579475177,-0.24617286328679105,1,1.1808036395061694
2.8015358888944947e-06,-2.1112871224375303e-06,20.390911435888654,0.3109704836672889,-0.23435287059056586,-0.041173343419101,1,0.4283715685319354
-2.012564285271882e-06,-1.3220126311668495e-05,20.608535398490055,-0.22339463566517886,-1.467434020595203,-0.26409132261685525,1,1.5769869798803702
